[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
21403,UTILLAJE. NO AFECTO,UTILLAJE. NO AFECTO,Asset,,,No,,2140,,,,,,,,,,
21500,OTRAS INSTALACIONES,OTRAS INSTALACIONES,Asset,,,No,,2150,,,,,,,,,,
21501,OTRAS INSTALACIONES.GR/ASOC.,OTRAS INSTALACIONES.GR/ASOC.,Asset,,,No,,2150,,,,,,,,,,
21502,OTRAS INSTALACIONES. EXTRANJ.,OTRAS INSTALACIONES. EXTRANJ.,Asset,,,No,,2150,,,,,,,,,,
21503,OTRAS INSTALACIONES.NO AFECTO,OTRAS INSTALACIONES.NO AFECTO,Asset,,,No,,2150,,,,,,,,,,
21600,MOBILIARIO,MOBILIARIO,Asset,,,No,,2160,,,,,,,,,,
21601,MOBILIARIO. GRUPO Y ASOC.,MOBILIARIO. GRUPO Y ASOC.,Asset,,,No,,2160,,,,,,,,,,
21602,MOBILIARIO. EXTRANJERO,MOBILIARIO. EXTRANJERO,Asset,,,No,,2160,,,,,,,,,,
21603,MOBILIARIO. NO AFECTO,MOBILIARIO. NO AFECTO,Asset,,,No,,2160,,,,,,,,,,
21700,EQUIP.PROC.DE INFORMACION,EQUIP.PROC.DE INFORMACION,Asset,,,No,,2170,,,,,,,,,,
21701,EQUIP.PROC.DE INFORMAC.GR/AS.,EQUIP.PROC.DE INFORMAC.GR/AS.,Asset,,,No,,2170,,,,,,,,,,
21702,EQUIP.PROC.INFORMAC. EXTRANJ.,EQUIP.PROC.INFORMAC. EXTRANJ.,Asset,,,No,,2170,,,,,,,,,,
21703,EQUIP.PROC.INFORMAC. NO AFECTO,EQUIP.PROC.INFORMAC. NO AFECTO,Asset,,,No,,2170,,,,,,,,,,
21800,ELEMENTOS DE TRANSPORTE,ELEMENTOS DE TRANSPORTE,Asset,,,No,,2180,,,,,,,,,,
21801,ELEMENTOS DE TRANSP.GR/ASOC.,ELEMENTOS DE TRANSP.GR/ASOC.,Asset,,,No,,2180,,,,,,,,,,
21802,ELEMENTOS DE TRANSP. EXTRANJ.,ELEMENTOS DE TRANSP. EXTRANJ.,Asset,,,No,,2180,,,,,,,,,,
21803,ELEMENTOS DE TRANSP. NO AFECTO,ELEMENTOS DE TRANSP. NO AFECTO,Asset,,,No,,2180,,,,,,,,,,
21900,OTRO INMOVILIZADO MATERIAL,OTRO INMOVILIZADO MATERIAL,Asset,,,No,,2190,,,,,,,,,,
21901,OTRO INMOV.MATER. GR/ASOC.,OTRO INMOV.MATER. GR/ASOC.,Asset,,,No,,2190,,,,,,,,,,
21902,OTRO INMOV.MATER. EXTRANJERO,OTRO INMOV.MATER. EXTRANJERO,Asset,,,No,,2190,,,,,,,,,,
21903,OTRO INMOV.MATER. NO AFECTO,OTRO INMOV.MATER. NO AFECTO,Asset,,,No,,2190,,,,,,,,,,
22000,INV.TERRENOS/BIENES NATURALES,INV.TERRENOS/BIENES NATURALES,Asset,,,No,,2200,,,,,,,,,,
22001,INV.TERR/BIENES NATUR.GR/ASOC.,INV.TERR/BIENES NATUR.GR/ASOC.,Asset,,,No,,2200,,,,,,,,,,
22002,INV.TERR/BIENES NATUR.EXTRANJ.,INV.TERR/BIENES NATUR.EXTRANJ.,Asset,,,No,,2200,,,,,,,,,,
22003,INV.TERR/BIENES NATUR.NO AFECT,INV.TERR/BIENES NATUR.NO AFECT,Asset,,,No,,2200,,,,,,,,,,
22100,INV.CONSTRUCCIONES,INV.CONSTRUCCIONES,Asset,,,No,,2210,,,,,,,,,,
22101,INV.CONSTRUCCIONES. GR./ASOC.,INV.CONSTRUCCIONES. GR./ASOC.,Asset,,,No,,2210,,,,,,,,,,
22102,INV.CONSTRUCCIONES. EXTRANJ.,INV.CONSTRUCCIONES. EXTRANJ.,Asset,,,No,,2210,,,,,,,,,,
22103,INV.CONSTRUCCIONES. NO AFECTO,INV.CONSTRUCCIONES. NO AFECTO,Asset,,,No,,2210,,,,,,,,,,
23000,ADAPT.TERRENOS/BIENES NAT.,ADAPT.TERRENOS/BIENES NAT.,Asset,,,No,,2300,,,,,,,,,,
23001,ADAPT.TERR/BIENES NAT.GR/ASOC,ADAPT.TERR/BIENES NAT.GR/ASOC,Asset,,,No,,2300,,,,,,,,,,
23002,ADAPT.TERR/BIENES NAT.EXTRANJ.,ADAPT.TERR/BIENES NAT.EXTRANJ.,Asset,,,No,,2300,,,,,,,,,,
23003,ADAPT.TERR/BIENES NAT.NO AFECT.,ADAPT.TERR/BIENES NAT.NO AFECT.,Asset,,,No,,2300,,,,,,,,,,
23100,CONSTRUCCIONES EN CURSO,CONSTRUCCIONES EN CURSO,Asset,,,No,,2310,,,,,,,,,,
23101,CONSTRUC. EN CURSO. GR/ASOC.,CONSTRUC. EN CURSO. GR/ASOC.,Asset,,,No,,2310,,,,,,,,,,
23102,CONSTRUC. EN CURSO. EXTRANJ.,CONSTRUC. EN CURSO. EXTRANJ.,Asset,,,No,,2310,,,,,,,,,,
23103,CONSTRUC. EN CURSO.NO AFECTO,CONSTRUC. EN CURSO.NO AFECTO,Asset,,,No,,2310,,,,,,,,,,
23200,INSTALAC.TECNICAS EN MONTAJE,INSTALAC.TECNICAS EN MONTAJE,Asset,,,No,,2320,,,,,,,,,,
23201,INSTAL.TECN.EN MONTAJE.GR/ASOC,INSTAL.TECN.EN MONTAJE.GR/ASOC,Asset,,,No,,2320,,,,,,,,,,
23202,INSTAL.TECN.EN MONTAJE.EXTRANJ,INSTAL.TECN.EN MONTAJE.EXTRANJ,Asset,,,No,,2320,,,,,,,,,,
23203,INSTAL.TECN.EN MONTAJE.NO AFEC.,INSTAL.TECN.EN MONTAJE.NO AFEC.,Asset,,,No,,2320,,,,,,,,,,
23300,MAQUINARIA EN MONTAJE,MAQUINARIA EN MONTAJE,Asset,,,No,,2330,,,,,,,,,,
23301,MAQUIN. EN MONTAJE. GR/ASOC.,MAQUIN. EN MONTAJE. GR/ASOC.,Asset,,,No,,2330,,,,,,,,,,
23302,MAQUIN. EN MONTAJE. EXTRANJERO,MAQUIN. EN MONTAJE. EXTRANJERO,Asset,,,No,,2330,,,,,,,,,,
23303,MAQUIN. EN MONTAJE. NO AFECTO,MAQUIN. EN MONTAJE. NO AFECTO,Asset,,,No,,2330,,,,,,,,,,
23700,EQUIP.PROC.DE INF.EN MONTAJE,EQUIP.PROC.DE INF.EN MONTAJE,Asset,,,No,,2370,,,,,,,,,,
23701,EQU.PROC.INF.EN MONTAJE.GR/AS.,EQU.PROC.INF.EN MONTAJE.GR/AS.,Asset,,,No,,2370,,,,,,,,,,
23702,EQU.PROC.INF.EN MONTAJE.EXTRANJ,EQU.PROC.INF.EN MONTAJE.EXTRANJ,Asset,,,No,,2370,,,,,,,,,,
23703,EQU.PROC.INF.EN MONTAJE.NO AFEC,EQU.PROC.INF.EN MONTAJE.NO AFEC,Asset,,,No,,2370,,,,,,,,,,
23900,ANTICIPOS PARA INMOV.MAT.,ANTICIPOS PARA INMOV.MAT.,Asset,,,No,,2390,,,,,,,,,,
24030,PARTICIP.LP EMPRESAS GRUPO,PARTICIP.LP EMPRESAS GRUPO,Asset,,,No,,2403,,,,,,,,,,
24031,INTERESES PART.LP EMPR.GRUPO,INTERESES PART.LP EMPR.GRUPO,Asset,,,No,,2403,,,,,,,,,,
24040,PARTICIP.LP EMPRESAS ASOCIAD.,PARTICIP.LP EMPRESAS ASOCIAD.,Asset,,,No,,2404,,,,,,,,,,
24041,INTERESES PARTIC.LP EMP.ASOC. ,INTERESES PARTIC.LP EMP.ASOC. ,Asset,,,No,,2404,,,,,,,,,,
24050,PARTICIP.LP OTRAS PARTES VINC.,PARTICIP.LP OTRAS PARTES VINC.,Asset,,,No,,2405,,,,,,,,,,
24051,INTERESES PARTIC.LP O.P.VINC.,INTERESES PARTIC.LP O.P.VINC.,Asset,,,No,,2405,,,,,,,,,,
24130,VAL.REPR.DE DEUDA LP (GRUPO),VAL.REPR.DE DEUDA LP (GRUPO),Asset,,,No,,2413,,,,,,,,,,
24131,INTER.VAL.REPR.DEUDA LP GRUPO,INTER.VAL.REPR.DEUDA LP GRUPO,Asset,,,No,,2413,,,,,,,,,,
24140,VAL.REPR.DE DEUDA LP (ASOC),VAL.REPR.DE DEUDA LP (ASOC),Asset,,,No,,2414,,,,,,,,,,
24141,INTER.VAL.REPR.DEUDA LP ASOC.,INTER.VAL.REPR.DEUDA LP ASOC.,Asset,,,No,,2414,,,,,,,,,,
24150,VAL.REPR.DE DEUDA LP (O.P.V),VAL.REPR.DE DEUDA LP (O.P.V),Asset,,,No,,2415,,,,,,,,,,
24151,INTER.VAL.REPR.DEUDA LP O.P.V,INTER.VAL.REPR.DEUDA LP O.P.V,Asset,,,No,,2415,,,,,,,,,,
24230,CREDITOS LP(GRUPO),CREDITOS LP(GRUPO),Asset,,,No,,2423,,,,,,,,,,
24231,INTERESES CREDITOS LP (GRUPO),INTERESES CREDITOS LP (GRUPO),Asset,,,No,,2423,,,,,,,,,,
24240,CREDITOS LP(ASOC),CREDITOS LP(ASOC),Asset,,,No,,2424,,,,,,,,,,
24241,INTERESES CREDITOS LP (ASOC),INTERESES CREDITOS LP (ASOC),Asset,,,No,,2424,,,,,,,,,,
24250,CREDITOS LP (O.P.V),CREDITOS LP (O.P.V),Asset,,,No,,2425,,,,,,,,,,
24251,INTERESES CREDITOS LP (O.P.V),INTERESES CREDITOS LP (O.P.V),Asset,,,No,,2425,,,,,,,,,,
24430,FIANZAS CONSTIT. LP. GRUPO,FIANZAS CONSTIT. LP. GRUPO,Asset,,,No,,2443,,,,,,,,,,
24440,FIANZAS CONSTIT. LP. ASOC.,FIANZAS CONSTIT. LP. ASOC.,Asset,,,No,,2444,,,,,,,,,,
24450,FIANZAS CONSTIT. LP. O.P.V,FIANZAS CONSTIT. LP. O.P.V,Asset,,,No,,2445,,,,,,,,,,
24530,DEPOSITOS CONSTIT. LP.GRUPO,DEPOSITOS CONSTIT. LP.GRUPO,Asset,,,No,,2453,,,,,,,,,,
24540,DEPOSITOS CONSTIT. LP.ASOC.,DEPOSITOS CONSTIT. LP.ASOC.,Asset,,,No,,2454,,,,,,,,,,
24550,DEPOSITOS CONSTIT. LP.O.P.V,DEPOSITOS CONSTIT. LP.O.P.V,Asset,,,No,,2455,,,,,,,,,,
24930,DESEMB.PDTE S/PART.LP(GRUPO),DESEMB.PDTE S/PART.LP(GRUPO),Asset,,,No,,2493,,,,,,,,,,
24940,DESEMB.PDTE S/PART.LP(ASOC),DESEMB.PDTE S/PART.LP(ASOC),Asset,,,No,,2494,,,,,,,,,,
24950,DESEMB.PDTE S/PART.LP (O.P.V),DESEMB.PDTE S/PART.LP (O.P.V),Asset,,,No,,2495,,,,,,,,,,
25000,INV.FIN.LP INSTRUM.PATRIM.,INV.FIN.LP INSTRUM.PATRIM.,Asset,,,No,,2500,,,,,,,,,,
25010,ACT.FIN.MANT.PARA NEGOC.,ACT.FIN.MANT.PARA NEGOC.,Asset,,,No,,2501,,,,,,,,,,
25020,O.ACT.FIN.A VALOR RAZONABLE,O.ACT.FIN.A VALOR RAZONABLE,Asset,,,No,,2502,,,,,,,,,,
25100,VALORES REPR. DEUDA LP,VALORES REPR. DEUDA LP,Asset,,,No,,2510,,,,,,,,,,
25110,VALORES REPR.DEUDA LP(NEGOC),VALORES REPR.DEUDA LP(NEGOC),Asset,,,No,,2511,,,,,,,,,,
25120,VALORES REPR.DEUDA LP(V.RAZ),VALORES REPR.DEUDA LP(V.RAZ),Asset,,,No,,2512,,,,,,,,,,
25130,INTERESES EXP.VALORES LP,INTERESES EXP.VALORES LP,Asset,,,No,,2513,,,,,,,,,,
25200,CREDITOS A LARGO PLAZO,CREDITOS A LARGO PLAZO,Asset,,,No,,2520,,,,,,,,,,
25210,INTERESES EXP.CREDITOS LP,INTERESES EXP.CREDITOS LP,Asset,,,No,,2521,,,,,,,,,,
25300,CRDTOS LP ENAJENACION INMOV.,CRDTOS LP ENAJENACION INMOV.,Asset,,,No,,2530,,,,,,,,,,
25310,INTERESES EXP.ENAJ.INMOV.LP,INTERESES EXP.ENAJ.INMOV.LP,Asset,,,No,,2531,,,,,,,,,,
25400,CREDITOS LP AL PERSONAL,CREDITOS LP AL PERSONAL,Asset,,,No,,2540,,,,,,,,,,
25410,INTERESES EXP.PERSONAL LP,INTERESES EXP.PERSONAL LP,Asset,,,No,,2541,,,,,,,,,,
25500,ACT. DERIV.FIN.LP,ACT. DERIV.FIN.LP,Asset,,,No,,2550,,,,,,,,,,
25800,IMPOSICIONES A LARGO PLAZO,IMPOSICIONES A LARGO PLAZO,Asset,,,No,,2580,,,,,,,,,,
25900,DESEMB.PDT.INSTRUM.PATR.LP,DESEMB.PDT.INSTRUM.PATR.LP,Asset,,,No,,2590,,,,,,,,,,
26000,FIANZAS CONSTITUIDAS (LARGO),FIANZAS CONSTITUIDAS (LARGO),Asset,,,No,,2600,,,,,,,,,,
26500,DEPOSITOS CONSTITUIDOS(LARGO),DEPOSITOS CONSTITUIDOS(LARGO),Asset,,,No,,2650,,,,,,,,,,
28000,AMORT.AC.INVESTIGACION II,AMORT.AC.INVESTIGACION II,Asset,,,No,,2800,,,,,,,,,,
28001,AMORT.AC.INVESTIGACION. GR/AS. II,AMORT.AC.INVESTIGACION. GR/AS. II,Asset,,,No,,2800,,,,,,,,,,
28002,AMORT.AC.INVESTIGACION.EXTRANJ II,AMORT.AC.INVESTIGACION.EXTRANJ II,Asset,,,No,,2800,,,,,,,,,,
28003,AMORT.AC.INVESTIGACION.NO AFEC II,AMORT.AC.INVESTIGACION.NO AFEC II,Asset,,,No,,2800,,,,,,,,,,
28010,AMORT.AC. DE DESARROLLO II,AMORT.AC. DE DESARROLLO II,Asset,,,No,,2801,,,,,,,,,,
28011,AMORT.AC. DESARROLLO. GR/ASOC. II,AMORT.AC. DESARROLLO. GR/ASOC. II,Asset,,,No,,2801,,,,,,,,,,
28012,AMORT.AC. DESARROLLO. EXTRANJ. II,AMORT.AC. DESARROLLO. EXTRANJ. II,Asset,,,No,,2801,,,,,,,,,,
28013,AMORT.AC. DESARROLLO.NO AFEC. II,AMORT.AC. DESARROLLO.NO AFEC. II,Asset,,,No,,2801,,,,,,,,,,
28020,AMORT.AC.CONCES.ADM. II,AMORT.AC.CONCES.ADM. II,Asset,,,No,,2802,,,,,,,,,,
28021,AMORT.AC.CONCES.ADM..GR/ASOC. II,AMORT.AC.CONCES.ADM..GR/ASOC. II,Asset,,,No,,2802,,,,,,,,,,
28022,AMORT.AC.CONCES.ADM..EXTRANJ. II,AMORT.AC.CONCES.ADM..EXTRANJ. II,Asset,,,No,,2802,,,,,,,,,,
28023,AMORT.AC.CONCES.ADM..NO AFECT II,AMORT.AC.CONCES.ADM..NO AFECT II,Asset,,,No,,2802,,,,,,,,,,
28030,AMORT.AC.PROP.INDUSTRIAL II,AMORT.AC.PROP.INDUSTRIAL II,Asset,,,No,,2803,,,,,,,,,,
28031,AMORT.AC.PROP.INDUST..GR/ASOC. II,AMORT.AC.PROP.INDUST..GR/ASOC. II,Asset,,,No,,2803,,,,,,,,,,
28032,AMORT.AC.PROP.INDUST..EXTRANJ. II,AMORT.AC.PROP.INDUST..EXTRANJ. II,Asset,,,No,,2803,,,,,,,,,,
28033,AMORT.AC.PROP.INDUST..NO AFECT II,AMORT.AC.PROP.INDUST..NO AFECT II,Asset,,,No,,2803,,,,,,,,,,
28050,AMORT.AC.DCHOS.TRASPASO II,AMORT.AC.DCHOS.TRASPASO II,Asset,,,No,,2805,,,,,,,,,,
28051,AMORT.AC.DCHOS.TRASP.GR/ASOC. II,AMORT.AC.DCHOS.TRASP.GR/ASOC. II,Asset,,,No,,2805,,,,,,,,,,
28052,AMORT.AC.DCHOS.TRASP.EXTRANJ. II,AMORT.AC.DCHOS.TRASP.EXTRANJ. II,Asset,,,No,,2805,,,,,,,,,,
28053,AMORT.AC.DCHOS.TRASP.NO AFECT II,AMORT.AC.DCHOS.TRASP.NO AFECT II,Asset,,,No,,2805,,,,,,,,,,
28060,AMORT.AC.APLIC.INFORMATICAS II,AMORT.AC.APLIC.INFORMATICAS II,Asset,,,No,,2806,,,,,,,,,,
28061,AMORT.AC.APLIC.INFORM. GR/ASOC II,AMORT.AC.APLIC.INFORM. GR/ASOC II,Asset,,,No,,2806,,,,,,,,,,
28062,AMORT.AC.APLIC.INFORM.EXTRANJ. II,AMORT.AC.APLIC.INFORM.EXTRANJ. II,Asset,,,No,,2806,,,,,,,,,,
28063,AMORT.AC.APLIC.INFORM.NO AFECT II,AMORT.AC.APLIC.INFORM.NO AFECT II,Asset,,,No,,2806,,,,,,,,,,
28070,AMORT.AC.OTRO INMOV.INTANG. II,AMORT.AC.OTRO INMOV.INTANG. II,Asset,,,No,,2807,,,,,,,,,,
28071,AMORT.AC.OT.INM.INTANG.GR/ASOC II,AMORT.AC.OT.INM.INTANG.GR/ASOC II,Asset,,,No,,2807,,,,,,,,,,
28072,AMORT.AC.OT.INM.INTANG.EXTRANJ II,AMORT.AC.OT.INM.INTANG.EXTRANJ II,Asset,,,No,,2807,,,,,,,,,,
28073,AMORT.AC.OT.INM.INTANG.NO AFECT II,AMORT.AC.OT.INM.INTANG.NO AFECT II,Asset,,,No,,2807,,,,,,,,,,
28110,AMORT.ACUM.DE CONSTRUCCIONES,AMORT.ACUM.DE CONSTRUCCIONES,Asset,,,No,,2811,,,,,,,,,,
28111,AMORT.ACUM.DE CONSTR. GR/ASOC,AMORT.ACUM.DE CONSTR. GR/ASOC,Asset,,,No,,2811,,,,,,,,,,
28112,AMORT.ACUM.DE CONSTR. EXTRANJ,AMORT.ACUM.DE CONSTR. EXTRANJ,Asset,,,No,,2811,,,,,,,,,,
28113,AMORT.ACUM.DE CONSTR.NO AFECT,AMORT.ACUM.DE CONSTR.NO AFECT,Asset,,,No,,2811,,,,,,,,,,
28120,AMORT.AC.INSTALAC.TECNICAS,AMORT.AC.INSTALAC.TECNICAS,Asset,,,No,,2812,,,,,,,,,,
28121,AMORT.AC.INSTALAC.TEC.GR/ASOC,AMORT.AC.INSTALAC.TEC.GR/ASOC,Asset,,,No,,2812,,,,,,,,,,
28122,AMORT.AC.INSTALAC.TEC.EXTRANJ,AMORT.AC.INSTALAC.TEC.EXTRANJ,Asset,,,No,,2812,,,,,,,,,,
28123,AMORT.AC.INSTALAC.TEC.NO AFECT,AMORT.AC.INSTALAC.TEC.NO AFECT,Asset,,,No,,2812,,,,,,,,,,
28130,AMORT.ACUM.MAQUINARIA,AMORT.ACUM.MAQUINARIA,Asset,,,No,,2813,,,,,,,,,,
28131,AMORT.AC.MAQUINARIA. GR/ASOC.,AMORT.AC.MAQUINARIA. GR/ASOC.,Asset,,,No,,2813,,,,,,,,,,
28132,AMORT.AC.MAQUINARIA. EXTRANJ.,AMORT.AC.MAQUINARIA. EXTRANJ.,Asset,,,No,,2813,,,,,,,,,,
28133,AMORT.AC.MAQUINARIA.NO AFECTO,AMORT.AC.MAQUINARIA.NO AFECTO,Asset,,,No,,2813,,,,,,,,,,
28140,AMORT.ACUM. DEL UTILLAJE,AMORT.ACUM. DEL UTILLAJE,Asset,,,No,,2814,,,,,,,,,,
28141,AMORT.ACUM. UTILLAJE. GR/ASOC.,AMORT.ACUM. UTILLAJE. GR/ASOC.,Asset,,,No,,2814,,,,,,,,,,
28142,AMORT.ACUM. UTILLAJE. EXTRANJ.,AMORT.ACUM. UTILLAJE. EXTRANJ.,Asset,,,No,,2814,,,,,,,,,,
28143,AMORT.ACUM. UTILLAJE.NO AFECTO,AMORT.ACUM. UTILLAJE.NO AFECTO,Asset,,,No,,2814,,,,,,,,,,
28150,AMORT.ACUM.OTRAS INSTALAC.,AMORT.ACUM.OTRAS INSTALAC.,Asset,,,No,,2815,,,,,,,,,,
28151,AMORT.AC.OTRAS INSTAL. GR/ASOC,AMORT.AC.OTRAS INSTAL. GR/ASOC,Asset,,,No,,2815,,,,,,,,,,
28152,AMORT.AC.OTRAS INSTAL.EXTRANJ.,AMORT.AC.OTRAS INSTAL.EXTRANJ.,Asset,,,No,,2815,,,,,,,,,,
28153,AMORT.AC.OTRAS INSTAL.NO AFECT,AMORT.AC.OTRAS INSTAL.NO AFECT,Asset,,,No,,2815,,,,,,,,,,
28160,AMORT.ACUM.MOBILIARIO,AMORT.ACUM.MOBILIARIO,Asset,,,No,,2816,,,,,,,,,,
28161,AMORT.AC.MOBILIARIO. GR/ASOC.,AMORT.AC.MOBILIARIO. GR/ASOC.,Asset,,,No,,2816,,,,,,,,,,
28162,AMORT.AC.MOBILIARIO. EXTRANJ.,AMORT.AC.MOBILIARIO. EXTRANJ.,Asset,,,No,,2816,,,,,,,,,,
28163,AMORT.AC.MOBILIARIO. NO AFECTO,AMORT.AC.MOBILIARIO. NO AFECTO,Asset,,,No,,2816,,,,,,,,,,
28170,AMORT.AC.EQUIP.PROC.INF.,AMORT.AC.EQUIP.PROC.INF.,Asset,,,No,,2817,,,,,,,,,,
28171,AMORT.AC.EQUIP.PROC.INF.GR/AS.,AMORT.AC.EQUIP.PROC.INF.GR/AS.,Asset,,,No,,2817,,,,,,,,,,
28172,AMORT.AC.EQUIP.PROC.INF.EXTRAN.,AMORT.AC.EQUIP.PROC.INF.EXTRAN.,Asset,,,No,,2817,,,,,,,,,,
28173,AMORT.AC.EQUIP.PROC.INF.NO AFEC,AMORT.AC.EQUIP.PROC.INF.NO AFEC,Asset,,,No,,2817,,,,,,,,,,
28180,AMORT.AC.ELEM.TRANSP.,AMORT.AC.ELEM.TRANSP.,Asset,,,No,,2818,,,,,,,,,,
28181,AMORT.AC.ELEM.TRANSP.. GR/ASOC,AMORT.AC.ELEM.TRANSP.. GR/ASOC,Asset,,,No,,2818,,,,,,,,,,
28182,AMORT.AC.ELEM.TRANSP..EXTRANJ.,AMORT.AC.ELEM.TRANSP..EXTRANJ.,Asset,,,No,,2818,,,,,,,,,,
28183,AMORT.AC.ELEM.TRANSP..NO AFECT,AMORT.AC.ELEM.TRANSP..NO AFECT,Asset,,,No,,2818,,,,,,,,,,
28190,AMORT.AC.OTRO INM.MATERIAL,AMORT.AC.OTRO INM.MATERIAL,Asset,,,No,,2819,,,,,,,,,,
28191,AMORT.AC.OTRO INM.MAT.GR/ASOC,AMORT.AC.OTRO INM.MAT.GR/ASOC,Asset,,,No,,2819,,,,,,,,,,
28192,AMORT.AC.OTRO INM.MAT.EXTRANJ,AMORT.AC.OTRO INM.MAT.EXTRANJ,Asset,,,No,,2819,,,,,,,,,,
28193,AMORT.AC.OTRO INM.MAT.NO AFEC,AMORT.AC.OTRO INM.MAT.NO AFEC,Asset,,,No,,2819,,,,,,,,,,
28200,AMORTIZ.ACUM.DE INV.INMOB.,AMORTIZ.ACUM.DE INV.INMOB.,Asset,,,No,,2820,,,,,,,,,,
28201,AMORT.AC. INV.INMOB.GR/ASOC.,AMORT.AC. INV.INMOB.GR/ASOC.,Asset,,,No,,2820,,,,,,,,,,
28202,AMORT.AC. INV.INMOB. EXTRANJ.,AMORT.AC. INV.INMOB. EXTRANJ.,Asset,,,No,,2820,,,,,,,,,,
28203,AMORT.AC. INV.INMOB.NO AFECTO,AMORT.AC. INV.INMOB.NO AFECTO,Asset,,,No,,2820,,,,,,,,,,
29000,DET.VALOR DE INVESTIGACION II,DET.VALOR DE INVESTIGACION II,Asset,,,No,,2900,,,,,,,,,,
29001,DET.VALOR INVESTIGACION.GR/AS. II,DET.VALOR INVESTIGACION.GR/AS. II,Asset,,,No,,2900,,,,,,,,,,
29002,DET.VALOR INVESTIGACION.EXTRAN II,DET.VALOR INVESTIGACION.EXTRAN II,Asset,,,No,,2900,,,,,,,,,,
29003,DET.VALOR INVESTIGACION.NO AFEC II,DET.VALOR INVESTIGACION.NO AFEC II,Asset,,,No,,2900,,,,,,,,,,
29010,DET. VALOR DE DESARROLLO II,DET. VALOR DE DESARROLLO II,Asset,,,No,,2901,,,,,,,,,,
29011,DET. VALOR DESARROLLO. GR/ASOC II,DET. VALOR DESARROLLO. GR/ASOC II,Asset,,,No,,2901,,,,,,,,,,
29012,DET. VALOR DESARROLLO.EXTRANJ. II,DET. VALOR DESARROLLO.EXTRANJ. II,Asset,,,No,,2901,,,,,,,,,,
29013,DET. VALOR DESARROLLO.NO AFECT II,DET. VALOR DESARROLLO.NO AFECT II,Asset,,,No,,2901,,,,,,,,,,
29020,DET.DE VALOR DE CONCES.ADMIN. II,DET.DE VALOR DE CONCES.ADMIN. II,Asset,,,No,,2902,,,,,,,,,,
29021,DET. VALOR CONCES.ADMIN. GR/AS. II,DET. VALOR CONCES.ADMIN. GR/AS. II,Asset,,,No,,2902,,,,,,,,,,
29022,DET. VALOR CONCES.ADMIN.EXTRAN II,DET. VALOR CONCES.ADMIN.EXTRAN II,Asset,,,No,,2902,,,,,,,,,,
29023,DET. VALOR CONCES.ADMIN.NO AFEC II,DET. VALOR CONCES.ADMIN.NO AFEC II,Asset,,,No,,2902,,,,,,,,,,
29030,DET.VALOR DE PROP.INDUSTRIAL II,DET.VALOR DE PROP.INDUSTRIAL II,Asset,,,No,,2903,,,,,,,,,,
29031,DET.VALOR DE PROP.IND.GR/AS II,DET.VALOR DE PROP.IND.GR/AS II,Asset,,,No,,2903,,,,,,,,,,
29032,DET.VALOR DE PROP.IND.EXTRANJ II,DET.VALOR DE PROP.IND.EXTRANJ II,Asset,,,No,,2903,,,,,,,,,,
29033,DET.VALOR DE PROP.IND.NO AFECT II,DET.VALOR DE PROP.IND.NO AFECT II,Asset,,,No,,2903,,,,,,,,,,
29050,DET.VALOR DCHOS DE TRASPASO II,DET.VALOR DCHOS DE TRASPASO II,Asset,,,No,,2905,,,,,,,,,,
29051,DET.VALOR DCHOS TRASP..GR/ASOC II,DET.VALOR DCHOS TRASP..GR/ASOC II,Asset,,,No,,2905,,,,,,,,,,
29052,DET.VALOR DCHOS TRASP..EXTRANJ II,DET.VALOR DCHOS TRASP..EXTRANJ II,Asset,,,No,,2905,,,,,,,,,,
29053,DET.VALOR DCHOS TRASP.NO AFECT II,DET.VALOR DCHOS TRASP.NO AFECT II,Asset,,,No,,2905,,,,,,,,,,
29060,DET.VALOR APLICAC.INFORMAT. II,DET.VALOR APLICAC.INFORMAT. II,Asset,,,No,,2906,,,,,,,,,,
29061,DET.VALOR APLIC.INFORM. GR/ASOC II,DET.VALOR APLIC.INFORM. GR/ASOC II,Asset,,,No,,2906,,,,,,,,,,
29062,DET.VALOR APLIC.INFORM.EXTRANJ. II,DET.VALOR APLIC.INFORM.EXTRANJ. II,Asset,,,No,,2906,,,,,,,,,,
29063,DET.VALOR APLIC.INFORM.NO AFECT II,DET.VALOR APLIC.INFORM.NO AFECT II,Asset,,,No,,2906,,,,,,,,,,
29070,DET.VALOR OTRO INMOV.INTANG. II,DET.VALOR OTRO INMOV.INTANG. II,Asset,,,No,,2907,,,,,,,,,,
29071,DET.VAL OTRO INM.INTANG. GR/AS. II,DET.VAL OTRO INM.INTANG. GR/AS. II,Asset,,,No,,2907,,,,,,,,,,
29072,DET.VAL OTRO INM.INTANG.EXTRANJ II,DET.VAL OTRO INM.INTANG.EXTRANJ II,Asset,,,No,,2907,,,,,,,,,,
29073,DET.VAL OTRO INM.INTANG.NO AFEC II,DET.VAL OTRO INM.INTANG.NO AFEC II,Asset,,,No,,2907,,,,,,,,,,
29100,DET.VALOR DE TERR/BIENES NAT.,DET.VALOR DE TERR/BIENES NAT.,Asset,,,No,,2910,,,,,,,,,,
